cvAnomatricula,aVelocidadelocal,cvSexo,cvIdade,aSinaisLuminosos,aDiadaSemana
1995,50,0,75,0,1
2001,50,1,44,0,6
1989,50,0,49,0,5
2013,50,1,74,0,6
2000,50,0,44,0,0
2016,60,1,24,0,6
2005,50,0,34,0,6
2014,50,1,39,0,5
2018,90,0,54,0,0
2014,80,0,74,0,5
2008,50,0,20,0,6
2014,50,1,24,0,5
1996,50,0,75,0,6
2017,50,0,54,0,6
2007,50,1,20,0,0
2018,50,0,44,0,6
2006,50,1,59,0,6
2015,50,0,34,0,6
2001,90,0,44,0,6
1994,50,0,29,0,6
1995,50,1,59,0,6
2006,50,1,59,0,5
2017,90,0,34,0,0
2011,70,1,24,0,5
2014,50,0,39,0,0
1998,50,0,59,0,0
2004,50,0,74,0,6
1999,50,0,59,0,5
2012,50,0,39,0,6
2016,50,1,49,0,1
2014,50,0,29,1,0
2002,90,0,69,0,0
2012,50,1,24,1,1
1999,50,0,44,0,1
2005,50,1,34,0,1
2003,50,1,59,0,5
2006,90,1,49,0,5
2001,90,0,29,0,5
2016,50,1,44,0,5
2012,50,0,39,0,5
2013,50,0,54,0,6
2016,50,1,24,0,0
2006,50,0,75,0,6
2015,50,1,39,0,6
2001,50,0,59,0,6
2006,50,0,54,0,1
1999,50,0,49,0,1
2001,50,0,59,0,6
2016,120,1,24,0,1
1997,50,0,49,0,6
2017,50,0,29,0,6
2011,50,0,29,0,1
2015,50,0,74,0,6
1999,50,1,29,0,6
1999,80,1,29,0,6
2017,60,0,20,0,6
2000,50,0,39,0,1
2006,50,0,49,1,5
1988,50,0,54,0,0
2005,50,0,49,0,1
2009,50,0,29,0,5
2016,50,0,24,0,6
2013,50,0,24,0,5
1996,50,1,29,0,6
2003,50,0,39,1,5
2013,80,1,44,0,5
2017,50,0,34,0,6
1992,50,1,44,0,1
1999,50,0,20,0,5
2018,50,0,39,0,5
2001,50,0,49,0,0
1998,50,0,24,0,1
2000,50,1,49,0,5
2007,50,1,34,0,1
1990,50,0,75,0,6
2018,50,0,54,0,0
1994,50,1,49,0,1
2016,50,0,34,0,5
2001,50,0,29,0,0
2004,50,0,24,0,6
2014,50,0,59,0,0
2009,70,0,29,0,0
2002,90,0,44,0,6
1996,50,1,44,0,1
2017,50,0,49,0,1
2003,50,1,49,0,6
1991,50,0,75,0,6
2010,50,0,34,0,1
2008,50,1,34,0,6
2011,50,1,75,0,0
2011,50,0,24,0,5
2016,50,0,44,0,0
2006,50,0,24,0,0
2018,50,0,29,1,5
1997,50,0,24,0,5
1998,70,0,49,0,1
1999,50,0,24,0,6
1998,50,0,44,0,0
2001,50,0,54,0,5
2000,90,1,44,0,5
1999,50,0,24,0,0
2008,50,0,74,0,5
2005,50,0,20,0,0
2007,50,1,34,0,6
1998,50,0,24,0,5
2015,60,0,49,0,6
2004,50,1,29,0,0
2007,50,0,29,0,0
2001,50,0,54,0,5
2001,50,0,49,0,5
2006,50,0,49,0,6
2010,50,0,75,0,6
2004,90,1,39,0,6
2003,50,1,29,1,6
2015,50,1,75,0,6
1998,50,0,49,0,5
2014,80,0,34,0,1
2010,50,0,29,0,6
